Rank,Canonical SMILES,rbl
182,OC(=O)c1nc(cnc1/C(=[O]/[M])/O)C(=O)O,0.104256213
183,OC[C@@H]1CCC[O]1[M],0.104041874
184,[M]/[O]=C(\C1=CC=C2C1=CC=CC=C2)/O,0.103801191
185,[M]/[O]=C(\c1cc(O)c(c(c1)S(=O)(=O)O)O)/O,0.103575289
186,C[O](c1ccccc1N/C(=N\c1c(C)cccc1C)/C(C)(C)C)[M],0.103509486
187,[M]OC(=O)c1cc(cc(c1)C(=O)O)NC(=O)c1cccc(n1)C(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O,0.10330379
188,COCCOc1c2Cc3cc(cc(c3OCc3ccccc3)Cc3cc(cc(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)[O](Cc1ccccc1)[M])c3OCCOC)C(C)(C)C)C(C)(C)C,0.103302181
189,[SrH]/[O]=C/1\C(=NN=C1N(=O)=O)N(=O)=O,0.1032691
190,[M]/[O]=C(/c1cc(/N=N/c2ccc(cc2)[N](=O)O)ccc1O)\O,0.103182852
191,CC[C@]1(CC[C@@H](O1)[C@]1(C)CC[C@@]2(O1)C[C@H](O)[C@H]([C@H](O2)[C@H]([C@H]([C@@H](C(=O)Nc1ccccc1)C)[O]([M])C)C)C)[C@@H]1O[C@H](C[C@@H]1C)[C@H]1O[C@@](O)(CO)[C@@H](C[C@@H]1C)C,0.102900982
192,[M]OC(=O)C1=C(N=C(N1)CCCC1=NC(=C(N1)C(=O)O)C(=O)O)C(=O)O,0.102826416
193,[M]O[C@](c1ccccc1)(CC(=O)c1ccccc1)C,0.102724791
194,[M]OC(=O)[C@@H]1CSSC[C@H](NC(=O)c2ccc(cc2)/N=N/c2ccc(cc2)C(=O)N[C@@H](CSSC[C@H](NC(=O)c2ccc(/N=N/c3ccc(C(=O)N1)cc3)cc2)C(=O)O)C(=O)O)C(=O)O,0.102706432
195,CCCCCCNC(=O)COc1c2Cc3cc(cc(c3OCC(=O)NCCCCCC)Cc3cc(cc(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCC(=O)NCCCCCC)c3[O](CC(=O)NCCCCCC)[M])C(C)(C)C)C(C)(C)C,0.102645457
196,NC[P@@](=O)(O[M])O,0.102534533
197,COc1c2-c3cc(C)cc(-c4cc(C)cc(-c5cc(cc(-c6c(c(-c7c(c(-c1cc(c2)C)cc(C)c7)OC)cc(C)c6)OC)c5[O]([M])C)C)c4OC)c3OC,0.102462351
198,C[O](c1cccc(c1O)/C=N/c1ccccc1)[M],0.10221225
199,[M]OC(=O)c1cc(cc(c1)/C/1=C/2\C=CC(=N2)/C(=C\2/C=C/C(=C(/C3=N/C(=C(\C4=CC=C1N4)/c1cc(cc(c1)C(=O)O)C(=O)O)/C=C3)\c1cc(cc(c1)C(=O)O)C(=O)O)/N2)/c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,0.102151513
200,OC[C@]1(O)O[C@@H]([C@H](C[C@H]1C)C)[C@H]1C[C@@H]([C@]2(O1)O[C@H](C[C@@H]([C@H]2C)O[C@H]1CC[C@@H]([C@H](O1)C)[O]([M])C)[C@]1(C)CC[C@@]2(O1)C[C@H](O)[C@H]([C@H](O2)[C@H](/C=C(/C(=O)[C@@H](C[C@@H](C(=O)O)C)C)\C)C)C)C,0.102125049
201,[M][O]=[S@](=O)(c1ccccc1N(=O)=O)O,0.102108955
202,[M]OC(=O)c1cc(cc(c1)C(=O)O)N1C=C/C(=C/2\C=CN(C=C2)c2cc(cc(c2)C(=O)O)C(=O)O)/C=C1,0.10203445
203,CC/C(=[O]/[M])/c1cccc(c1O)O,0.101958275
204,Oc1c(ccc2c1cccc2)c1cccc(c1)c1ccc2c(c1[O]([M])C)cccc2,0.101938188
205,O/C(=[O]\[M])/[C@@H]1CC=CC[C@@H]1C(=O)O,0.101869583
206,[M][O]1CCN(CC1)CCNC(=O)CN1CCN(CCN(CCN(CC1)CC(=O)NCCN1CCOCC1)CC(=O)NCCN1CCOCC1)CC(=O)NCCN1CCOCC1,0.101828396
207,[M]O[C@H](C/N=C/c1ccccc1O)C/N=C/c1ccccc1O,0.1018278
208,[M][O]1CCO[Si](C)(C)[Si](C)(C)OCCO[Si]([Si](OCC1)(C)C)(C)C,0.101682305
209,[M]OC(=O)C1=C(N=C(N1)c1ccccn1)C(=O)O,0.101652861
210,[M]OC(=O)CN1CCCN(CCC1)CC(=O)O,0.101448953
211,[M]OC(=O)CN1N=NC(=N1)c1cccnc1,0.101423681
212,OC[C@H]([C@@H]([C@@H]([C@H](CO)O)O)O[M])O,0.101266265
213,COCCO[Si](C([Si](OCC[O]([M])C)(C)C)[Si](OCCOC)(C)C)(C)C,0.101115942
214,CCCCCCCCCCC[C@@H]1c2cc(c(c(c2OC)C(=O)O)OC)[C@H](CCCCCCCCCCC)c2cc(c(c(c2OC)C(=O)O)OC)[C@@H](c2cc([C@@H](c3cc1c(OC)c(c3OC)C(=O)O)CCCCCCCCCCC)c(OC)c(c2OC)C(=O)O[M])CCCCCCCCCCC,0.101092637
215,[M][O]=S(=O)(NCc1ccccc1)NCc1ccccc1,0.101039171
216,CO[C@H]([C@H]([C@]1(C)CC[C@@H](O1)[C@@]1(C)C[C@H]([C@]2(O1)O[C@H](C[C@H]1[C@@H](C)C[C@@H]([C@@H]([O]1[M])[C@H](C(=O)O)C)C)C[C@H]([C@H]2C)OC)C)O)[C@@H](OC(=O)c1c(C)c(Cl)cc(c1O)Cl)C,0.101025224
217,[M]O[C@H]1C[C@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)O[C@@H]([C@@H]1C)[C@H]([C@H]([C@@H](C(=O)O)C)O)C,0.101017237
218,[M]OC(=O)C1=NNC(=C1)c1ccc(cc1)OC,0.100949466
219,[M]/[O]=C(/c1cc(ccc1C(=O)O)c1ccc(c(c1)C(=O)O)C(=O)O)\O,0.10032171
220,[M][O]1CCOc2ccccc2C[N@]2CCOCCOCC[N@@](Cc3c1cccc3)Cc1ccccc1OCCOc1c(C2)cccc1,0.099969208
221,[M]/[O]=C(/c1ccc(cc1)I)\C=C(\c1ccc(cc1)I)/O,0.099866867
222,CCOP(=O)([C@H]1CCCN1C(=O)[C@@H]([C@H](C(=O)O[M])OC(=O)c1ccccc1)OC(=O)c1ccccc1)OCC,0.099808335
223,COC(=O)C1=C(C(=O)O[M])C(=C(C1=O)O)C(=O)OC,0.099773169
224,[M]OC(=O)c1cc(cc(c1)C(=O)O)c1ccncc1,0.09973526
225,[M]O[C@H]1[C@H](O)[C@H](O)CO[C@]1(O)C(=O)O,0.099653065
226,NC(=O)CC/C(=[O]\[M])/O,0.099602222
227,C[O](c1ccc(cc1)/N=C/c1cc(cc(c1O)C(C)(C)C)C(C)(C)C)[M],0.099563241
228,[M]OC(=O)c1ccc(cc1)Sc1cc(C(=O)O)c(cc1C(=O)O)Sc1ccc(cc1)C(=O)O,0.099422574
229,[M]OS(=O)(=O)c1ccc(cc1P(c1cc(ccc1S(=O)(=O)O)C(C)C)c1ccccc1)C(C)C,0.099280775
230,[M]/[O]=C(\C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)C(=O)O)/O,0.099179685
231,[M][O](CCO[B]123[BH]456[BH]781[BH]12[BH]298[BH]857[BH]576[BH]34[C@@]35[C@]12[BH]9873)CCOc1cc(OCCOCCO[B]234[BH]56[BH]784[BH]493[BH]32[BH]2%104[C@]43[C@]36[BH]657[BH]892[BH]%10436)cc(c1)OCCOCCO[B]123[BH]45[BH]673[BH]382[BH]21[BH]193[C@]32[C@]25[BH]546[BH]781[BH]9325,0.098820269
232,O=C1CC[C@]2(C)C3=CC=C(N3)C(C)(C)C3=CC=C(N3)[C@](C3=CC=C(C(C4=CC=C2N4)(C)C)N3)(C)CCC(=O)Nc2nc(-c3c(c(-c4nc(N1)ccc4)ccc3)[O]([M])C)ccc2,0.098712325
233,OCC[O](CC(C)C)[M],0.098611534
234,[M][O]=[S@@](=O)(c1cc2Sc3cc(cc(c3O)Sc3cc(cc(Sc4c(c(Sc(c1)c2O)cc(c4)S(=O)(=O)O)O)c3O)S(=O)(=O)O)S(=O)(=O)O)O,0.098568082
235,C[O](c1cccc(c1O)/C=N/CCS(=O)(=O)O)[M],0.098339021
236,CCOCC[O](CCO[B]123[BH]45[BH]673[BH]382[BH]21[C@]19[C@]%104[BH]456[BH]578[BH]321[BH]9%1045)[M],0.098315477
237,OC(=O)c1nccnc1C(=O)O[M],0.097983837
238,[M]/[O]=C/1\C=COC(=C1O)CN(CCN(CC1=C(O)C(=O)C=CO1)C)C,0.097741246
239,[M]OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,0.097658098
240,[M]O[C@@](c1ccccc1)(C1=CC=CS1)C1=CC=CS1,0.097586334
241,[M]O[C@H](C1=CC=CS1)C(C)C,0.097528338
242,[M]O[P@@](=O)(CN1CCN(CCN(CCN(CC1)CP(=O)(O)O)CP(=O)(O)O)CC(=O)O)O,0.097471476
243,COC(=O)PC(=O)/P=C(/[O]([M])C)\O,0.097128808
244,O[C@@H]1C[O](C[C@@H]1O)[M],0.097040296
245,[M]OS(=O)(=O)c1cccc2c1ccc1c2-c2c(N1)ccc1c2cccc1[S](=O)(O)O,0.096777439
246,[M][O]=P(c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=C\2/C=C/C(=C(/C3=N/C(=C(\C4=CC=C1N4)/c1ccc(cc1)P(=O)(O)O)/C=C3)\c1ccc(cc1)P(=O)(O)O)/N2)/c1ccc(cc1)P(=O)(O)O)(O)O,0.096738517
247,N#CC(=C1OC(C(=C1C#N)/C=C/C1=C(Cl)/C(=C/C=C\2/C(=[C]#N)C(=C(C#N)C#N)[O](C2(C)C)[M])/C[C@H](C1)C(C)(C)C)(C)C)C#N,0.096728384
248,[M][O]=[S@](=O)(CCCSc1c(O)c(SCCCS(=O)(=O)O)c(c(c1SCCCS(=O)(=O)O)O)SCCCS(=O)(=O)O)O,0.096688509
249,[M]/[O]=C(\c1ccc(cc1)S(=O)(=O)NS(c1ccc(cc1)C(=O)O)(O)O)/O,0.096611738
250,[M]O[C@H]([C@@H](C(=O)[C@@H]([C@H]1O[C@]2(C=C[C@H]([C@@]3(O2)CC[C@@](O3)(C)[C@H]2CC[C@]([C@@H](O2)C)(O)CC)O)[C@@H](C[C@@H]1C)C)CC)C)[C@@H]([C@@H]1O[C@H](CC[C@@H]1C)[C@H](C(=O)O)CC)C,0.09635669
251,[M]O[P@@](=O)(C(=C)P(=O)(O)O)O,0.096335411
252,[M]/[O]=C(\N(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1)/O,0.096327066
253,[M]/[O]=C(/c1ccc(cc1)c1ccccc1c1ccc(cc1)C(=O)O)\O,0.096288681
254,[M]/[O]=C(/c1ccc(cc1)C(=O)O)\O,0.095997214
255,C[O](C[C@H](C(C)C)NC(C)C)[M],0.095772803
256,[M]OC(=O)C1=CNc2c1cccn2,0.095704138
257,COc1ccccc1[O](CCOCCO[B]123[BH]456[BH]781[BH]12[BH]298[BH]867[BH]675[BH]34[C@@]36[C@]12[BH]9873)[M],0.095703125
258,[M][O]1Cc2cc(cc(c2O)Cc2cc(cc(c2O)COCc2cc(cc(c2O)Cc2c(c(COCc3c(c(Cc4c(c(C1)cc(c4)C(C)(C)C)O)cc(c3)C(C)(C)C)O)cc(c2)C(C)(C)C)O)C(C)(C)C)C(C)(C)C)C(C)(C)C,0.095599473
259,[M]OC(=O)C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,0.095331848
260,[M]/[O]=C(/[C@H]1O[C@@H](O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]2([C@@H]3C(=O)C=C3[C@@]2(C)CC[C@@]2([C@H]3C[C@](C)(CC2)C(=O)O)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O)\O,0.095224738
261,[M]OC(=O)C(CC(=O)O)(CC(=O)O)O,0.095096469
262,COc1ccccc1N[Si](C([Si](Nc1ccccc1[O]([M])C)(C)C)[Si](Nc1ccccc1OC)(C)C)(C)C,0.094958842
263,[M][O]=[S@@](=O)(c1ccccc1NN=C1C(=O)CC(CC1=O)(C)C)O,0.094956756
264,CCOc1c2Cc3cc(cc4c3OCc3cc(C)cc(-c5cc(cc(-c6c(c(COc7c(Cc1cc(c2)C(C)(C)C)cc(cc7Cc1c(c(C4)cc(c1)C(C)(C)C)OCC)C(C)(C)C)cc(C)c6)OC)c5[O]([M])C)C)c3OC)C(C)(C)C,0.094938278
265,C[O](c1ccccc1N)[M],0.09474498
266,[M]OS(=O)(=O)c1cccc(c1)P(c1cccc(c1)S(=O)(=O)O)c1ccccc1,0.094538867
267,[M]OC(=O)c1ccc(cc1)C=O,0.094538271
268,[M]OCC(=O)COP(=O)(O)O,0.094437122
269,CO[C@H]([C@H]1C[C@@H]([C@@H](O1)[C@H](/C=C/[C@@H]1CC[C@H]([C@@H]([O]1[M])/C(=C/[C@H]1CCC[C@H]([C@@H]1[C@@H](/C(=C/1\C(=O)OCC1=O)/O)C)C)/COC(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)Br)C)C)C)C,0.094401121
270,[M]/[O]=C(/C(=O)Nc1ccc(cc1NC(=O)C(=O)O)C(=O)O)\O,0.094325244
271,[M]OC(=O)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)C(=O)O,0.094230831
272,[M]O[P@](=O)(C[P](O)(O)O)O,0.094196439
273,O[P@](=O)(O[M])CNCC(=O)O,0.094025195
274,COC(=O)[C@]12CN(C[P@@](=O)(O[M])O)C[C@@](C2=O)([C@@H](N([C@@H]1c1ccccn1)C)c1ccccn1)C(=O)OC,0.093991399
275,COC(=O)c1ccc(cc1)S(=O)(=O)O[M],0.093978941
276,COCCOc1cccc2c1cccc2OCCOCC/N=C/c1cccc(n1)COCCOCCN1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)CCOCCOCc1cccc(n1)/C=N/CCOCCOc1cccc2c1cccc2[O](CCOC)[M],0.093963563
277,COC(=O)[C@@H](c1ccccc1)NC(=O)COc1c2Cc3cc(cc(c3OCC(=O)N[C@H](c3ccccc3)C(=O)OC)Cc3cc(cc(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCC(=O)N[C@H](c1ccccc1)C(=O)OC)c3[O](CC(=O)N[C@H](c1ccccc1)C(=O)OC)[M])C(C)(C)C)C(C)(C)C,0.093935311
278,CCC[C@H](/C=C(/[C@@H]([C@@H](/C=C/CC[C@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H]1[C@@H](C)CC[C@H]([O]1[M])[C@@H](C(=O)O)C)C)O)C)O)C)O)C)O)\C)C,0.093855917
279,[M][O](c1ccc(cc1)F)CC(=O)O,0.09377104
280,[M]OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,0.093697846
281,[M][O]=[S@](=O)(C(F)(F)F)N[S@](=O)(C(F)(F)F)O,0.093394399
282,[M][O]=[S@](=O)(c1cc2Cc3cc(cc(c3O)Cc3cc(cc(Cc4c(c(Cc(c1)c2O)cc(c4)[S](=O)(O)O)O)c3O)[S](=O)(O)O)[S](=O)(O)O)O,0.093362153
283,[M][O]1CCN(CC1)CCNCc1ccccc1,0.093189776
284,[M]O[C@@H](CN1C=C[N](=C1)Cc1c(C)c(CN2C=C[N](=C2)CC(=O)O)c(c(c1C)C[N]1=CN(C=C1)CC(=O)O)C)O,0.093170226
285,OC/C(=C\[Si](C)(C)C)/C(CN1CCC[C@H]1C[O]([M])C)(C)C,0.093095422
286,[M]OC(=O)Cn1[cH]ccc(c1)C(=O)O,0.093054235
287,[M]/[O]=C(/CN(c1cc(Cl)ccc1N(CC(=O)O)CC(=O)O)CC(=O)O)\O,0.092949212
288,[M]OC(=O)c1cc(c(cc1C(=O)O)C(=O)O)S(=O)(=O)O,0.092894137
289,[M]OC[C@]1(O)O[C@@H]([C@H](C[C@H]1C)C)[C@H]1C[C@@H]([C@]2(O1)O[C@H](CC[C@H]2C)[C@@]1(C)O[C@]2(C[C@H]1O[C@H]1CC[C@@H]([C@H](O1)C)OC)C[C@H](O)[C@H]([C@H](O2)[C@H](/C=C(/C(=O)[C@@H](C[C@@H](C(=O)O)C)C)\C)C)C)C,0.092866659
290,[M]/[O]=C(/c1cccnc1)\O,0.092864633
291,[M]OC(=O)C1=NC(=N)N=N1,0.092858613
292,COc1ccccc1N[P]1(Nc2ccccc2OC)N[P](Nc2ccccc2OC)(Nc2ccccc2OC)N[P](N1)(Nc1ccccc1OC)Nc1ccccc1[O]([M])C,0.092794299
293,O[C@H](C[C@H]1OC(=O)c2c(CCC[C@H]3CCC[C@H]([O]3[M])CC[C@H](C)[C@H](OC(=O)c3c(CCC[C@@H]4O[C@H](CC[C@@H]1C)CCC4)cccc3O)C[C@H](C[C@@H]1CCC[C@@H](O1)C(C(=O)O)(C)C)O)cccc2O)C[C@@H]1CCC[C@@H](O1)C(C(=O)O)(C)C,0.092788517
294,CCCCCCCCCCCCCCCCN1c2ccccc2C(/C/1=C\C1=C(O)/C(=[O]/[M])/C1=O)(C)C,0.092766643
295,C/C(=[O]\[M])/C=C(\O)/C,0.092764735
296,Oc1ccc2c(c1)OC=C(C2=O)c1ccc(c(c1)S(=O)(=O)O)[O]([M])C,0.092735708
297,COC(=O)CNC(=O)COc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(c1cc(cc(c1[O](CC(=O)NCC(=O)OC)[M])C(C)(C)C)C(C)(C)C)c1cc(cc(c1OCC(=O)NCC(=O)OC)C(C)(C)C)C(C)(C)C,0.092711151
298,[M]/[O]=C(\C1CCC1)/O,0.092684865
299,[M]OC(=O)[C@@H](/N=C/c1ccccc1O)C,0.092630506
300,N#C/C(=C/1\C=C[C@@H](C=C1)[O]([M])C)/N([C@H]1COC(O[C@H]1c1ccccc1)(C)C)C,0.092531323
301,[M][O]1CCN(CC1)CCN1CCOCC1,0.092480242
302,[M]OS(=O)(=O)c1ccccc1P(C1=CC=CS1)C1=CC=CS1,0.092134774
303,[M]OC(=O)c1ccc(cc1/N=C/c1cccc(c1O)OC)F,0.092091143
304,[M]OC(=O)C1=C(N=C(N1)c1ccccc1C(=O)O)C(=O)O,0.092074394
305,[M]/[O]=C(/c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O)\O,0.092062652
306,COCC(C1=NN(C=C1)[B@](N1C=CC(=N1)C(C[O]([M])C)(C)C)(N1C=CC(=N1)C(COC)(C)C)N1C=CC(=N1)C(COC)(C)C)(C)C,0.09203279
307,[M]OC(=O)COc1c2Cc3cc(cc4c3OCCOCCOCCOCCOc3c(Cc1cc(c2)C(C)(C)C)cc(cc3Cc1c(c(C4)cc(c1)C(C)(C)C)OCC(=O)O)C(C)(C)C)C(C)(C)C,0.091947556
308,O/C(=[O]/[M])/C1=CC=C(S1)C(=O)O,0.091914415
309,[M]/[O]=C(\[C@@H]1CSSC[C@H](NC(=O)c2ccc(cc2)/N=N/c2ccc(cc2)C(=O)N[C@@H](CSSC[C@H](NC(=O)c2ccc(/N=N/c3ccc(C(=O)N1)cc3)cc2)C(=O)O)C(=O)O)C(=O)O)/O,0.091704845
310,O=C([C@H]1[C@H](OC2([C@H]1C(=O)O)C(=O)c1c(C2=O)cccc1)c1ccc(c(c1)Cl)Cl)Nc1ccc2c(c1)[O]([M])CO2,0.091692269
311,[M]/[O]=C(\c1ccc(nc1)C(=O)O)/O,0.091655016
312,CCOC(=O)COc1cc(OC)c2cc1[C@H](CCC)c1cc(c(cc1OC)OCC(=O)OCC)[C@H](CCC)c1cc([C@@H](c3cc([C@@H]2CCC)c(OCC(=O)OCC)cc3OC)CCC)c(cc1OC)OC/C(=[O]\[M])/O,0.091634035
313,O=C(COc1c2Cc3cc(cc(c3OCC(=O)OCC3=CS/C(=C/4\SC=CS4)/S3)Cc3cc(cc(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCC(=O)OCC1=CS/C(=C/2\SC=CS2)/S1)c3[O](CC(=O)OCC1=CS/C(=C/2\SC=CS2)/S1)[M])C(C)(C)C)C(C)(C)C)OCC1=CS/C(=C/2\SC=CS2)/S1,0.091494262
314,[M]OS(=O)(=O)C[C@]12CC[C@@H](C2(C)C)CC1=O,0.091436923
315,[M]OC(=O)CN(c1nc(nc(n1)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)CC(=O)O,0.091307938
316,CO[C@H]1CC[C@@H](O[C@@H]1C)[O]([C@H]1C[C@@H](O[C@@]2([C@@H]1C)O[C@H](C[C@@H]2C)[C@H]1O[C@@](O)(CO)[C@@H](C[C@@H]1C)C)[C@]1(C)CC[C@@]2(O1)C[C@H](O)[C@H]([C@H](O2)[C@H](/C=C(/C(=O)[C@@H](C[C@@H](C(=O)O)C)C)\C)C)C)[M],0.091259062
317,[M]/[O]=C/1\N(PC(=O)N1c1c(cccc1C(C)C)C(C)C)c1c(cccc1C(C)C)C(C)C,0.091166019
318,[M]/[O]=C(/C[C@H]1NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@H]2N(C1=O)CCC2)C(C)C)CC1=CNc2c1cccc2)\O,0.091152012
319,[M]OC(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)O,0.090942264
320,[M][O](c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,0.090691805
321,[M][O]=[S@](=O)(CCNS(=O)(=O)c1ccc(cc1)C)O,0.090665102
322,[M]OC(=O)c1ccc(cc1)/C/1=C/2\C=C/C(=C(\c3cc(cc(c3)C(=O)O)C(=O)O)/C3=N/C(=C(\C4=CC=C(/C(=C/5\N=C1C=C5)/c1cc(cc(c1)C(=O)O)C(=O)O)N4)/c1ccc(cc1)C(=O)O)/C=C3)/N2,0.090619564
323,COCC[O](CCO)[M],0.090611994
324,CCCC(=O)O[M],0.090478957
325,[M]O[C@@H](C(F)(F)F)C,0.090456486
326,[M][O]1CCN(CC1)CCOc1ccc(c2c1/C/1=N/C3=N/C(=N\C4=N/C(=N\C5=N/C(=N\C2=N1)/c1c(OCCN2CCOCC2)ccc(c51)OCCN1CCOCC1)/c1c4c(OCCN2CCOCC2)ccc1OCCN1CCOCC1)/c1c3c(OCCN2CCOCC2)ccc1OCCN1CCOCC1)OCCN1CCOCC1,0.090424001
327,CCCCCCc1cc(c(cc1c1cc(C)c(cc1C)c1cc(C)c(cc1C)c1ccc(c(c1)O)C(=O)O[M])CCCCCC)c1cc(C)c(cc1C)c1cc(C)c(cc1C)c1ccc(c(c1)O)C(=O)O,0.090341389
328,[M]O[C@@H]([C@]1(C)CC[C@@H](O1)[C@]1(C)CC[C@H](O1)C[C@@H]([C@@H]([C@@H]([C@@H](/C=C/C[C@H](C[C@H](C(=O)/C=C(/[C@H](C[C@H](C[C@@H](CCC(=O)O)C)C)C)\O)C)C)C)O)C)O)C,0.09026885
329,[M]/[O]=C(/CN1N=NC(=N1)c1cccc(c1)C1=NN(N=N1)CC(=O)O)\O,0.090262771
330,OC(=O)CNCC(=O)O[M],0.090215385
331,[M]/[O]=C(\c1cc2NC=Nc2cc1C(=O)O)/O,0.09014684
332,[M]OS(=O)(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=C\2/C=C/C(=C(/C3=N/C(=C(\C4=CC=C1N4)/c1ccc(cc1)S(=O)(=O)O)/C=C3)\c1ccc(cc1)S(=O)(=O)O)/N2)/c1ccc(cc1)S(=O)(=O)O,0.090031207
333,CC[C@H]([C@H]1O[C@]2(C=CC[C@@]3(O2)CC[C@@](O3)(C)[C@H]2CC[C@]([C@@H]([O]2[M])C)(O)CC)[C@@H](C[C@@H]1C)C)C(=O)[C@H]([C@H]([C@@H]([C@@H]1O[C@H](CC[C@@H]1C)[C@H](C(=O)O)CC)C)O)C,0.090012074
334,[M]/[O]=C(/c1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O)\O,0.089987695
335,[M]OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O,0.089776635
336,C[O](c1ccccc1C(C1=CCc2c1cccc2)(C)C)[M],0.089764714
337,OC[C@H]1O[C@H]([O]([M])C)[C@H]([C@H]([C@@H]1O)O)O,0.089736581
338,[M]OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,0.089693427
339,[M][O]1CCCO[C@H]2CCCC[C@H]2OCCCOc2c1cccc2,0.089662731
340,OC(=O)c1nc(cnc1C(=O)O[M])C(=O)O,0.089660227
341,[M]OC(=O)c1ccccc1c1ccccc1,0.089626551
342,[M][O]1C(=CC=C1C(=O)O)C(=O)O,0.089591265
343,CO[C@H]1CC[C@@H](O[C@@H]1C)O[C@@H]1C[C@@]2(O[C@]1(C)[C@H]1CC[C@H]([C@@]3(O1)[C@@H](C)C[C@@H]([O]3[M])[C@H]1O[C@@](O)(CO)[C@@H](C[C@@H]1C)C)C)C[C@H](O)[C@H]([C@H](O2)[C@H](/C=C(/C(=O)[C@@H](C[C@@H](C(=O)O)C)C)\C)C)C,0.089510739
344,[M]/[O]=C(\Nc1cccc2c1cc1ccccc1c2)/Nc1ccccc1NC(=O)Nc1ccccc1NC(=O)Nc1ccccc1NC(=O)Nc1ccccc1NC(=O)Nc1cccc2c1cc1ccccc1c2,0.08950609
345,C[O](c1cccc(c1O)C(=O)O)[M],0.089501977
346,[M]O[P@@](=O)(c1cc(C(=O)O)c(cc1C(=O)O)P(=O)(O)O)O,0.089437246
347,[M][O]1CC[N@@]2CCOCCOCC[N@](CC1)Cc1ccccc1NCc1nc(CNc3c(C2)cccc3)ccc1,0.089418471
348,[M]OC(=O)c1cccc(c1O)OC,0.089406133
349,[M]/[O]=C(\Nc1ccccc1)/O,0.089390755
350,COc1ccccc1N(c1ccccc1[O]([M])C)c1ccccc1OC,0.089372575
351,[M][O]=P(c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)P(=O)(O)O)c1ccc(cc1)P(=O)(O)O)(O)O,0.089372039
352,[M]/[O]=C(\c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)O)C)/O,0.089240253
353,[M][O]1CCO[Si](C)(C)[Si](C)(C)O[Si]([Si](OCCOc2c1cccc2)(C)C)(C)C,0.089216173
354,COc1c(OC)cc(cc1OC)/C/1=C/2\C=CC(=N2)/C(=C\2/C=CC(=N2)/C(=C/2\N=C(/C(=C/3\N=C1C=C3)/c1cc(OC)c(c(c1)OC)OC)C=C2)/c1cc(OC)c(c(c1)[O]([M])C)OC)/c1cc(OC)c(c(c1)OC)OC,0.089215577
